work_year;experience_level;employment_type;job_title;salary;salary_currency;salary_in_usd;employee_residence;remote_ratio;company_location;company_size
2023;Senior;FT;Data Entry levelgineer;130000;USD;130000;US;100;US;M
2023;Senior;FT;ReSeniorntry leveliorarch SciEntry leveltist;200000;USD;200000;US;0;US;M
2023;Senior;FT;ReSeniorntry leveliorarch SciEntry leveltist;150000;USD;150000;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;45000;EUR;48289;ES;0;ES;M
2023;Senior;FT;Data SciEntry leveltist;36000;EUR;38631;ES;0;ES;M
2023;Senior;FT;Data SciEntry leveltist;150000;USD;150000;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;120000;USD;120000;US;0;US;M
2023;Entry level;FT;Data Analyst;30000;USD;30000;IN;50;IN;M
2023;Mid/Intermediate level;FT;ReSeniorntry leveliorarch SciEntry leveltist;185000;USD;185000;US;0;US;M
2023;Mid/Intermediate level;FT;ReSeniorntry leveliorarch SciEntry leveltist;125000;USD;125000;US;0;US;M
2022;Entry level;PT;Data Analyst;34320;USD;34320;US;100;US;S
2022;Mid/Intermediate level;FT;Business Data Analyst;48000;BRL;9289;BR;100;BR;M
2023;Senior;FT;Head of Data;70000;EUR;75116;PT;100;PT;L
2022;Executive level;FT;Data SciEntry levelce Manager;106000;USD;106000;UZ;0;RU;L
2023;Senior;FT;Data Analyst;175000;USD;175000;US;100;US;M
2023;Senior;FT;Data Analyst;130000;USD;130000;US;100;US;M
2023;Senior;FT;Data Analyst;122000;USD;122000;US;100;US;M
2023;Senior;FT;Data Analyst;93800;USD;93800;US;100;US;M
2023;Senior;FT;Data SciEntry levelce Manager;150000;USD;150000;MX;100;MX;M
2023;Senior;FT;Data SciEntry levelce Manager;90000;USD;90000;MX;100;MX;M
2023;Senior;FT;Data Analyst;165000;USD;165000;US;100;US;M
2023;Senior;FT;Data Analyst;112000;USD;112000;US;100;US;M
2023;Entry level;FT;Computer Vision Entry levelgineer;220000;USD;220000;US;0;US;M
2023;Senior;FT;BI Data Analyst;67000;EUR;71897;DE;100;DE;M
2023;Entry level;FT;AI Developer;60000;EUR;64385;DE;0;DE;M
2023;Senior;FT;ML Entry levelgineer;204500;USD;204500;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;142200;USD;142200;US;0;US;M
2023;Senior;FT;Data Analyst;1300000;INR;15806;IN;100;IN;S
2023;Mid/Intermediate level;FT;ML Entry levelgineer;200000;USD;200000;US;0;US;M
2023;Mid/Intermediate level;FT;ML Entry levelgineer;175000;USD;175000;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;185900;USD;185900;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;129300;USD;129300;US;0;US;M
2023;Senior;FT;Data Analyst;185900;USD;185900;US;0;US;M
2023;Senior;FT;Data Analyst;121700;USD;121700;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;204500;USD;204500;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;142200;USD;142200;US;0;US;M
2023;Mid/Intermediate level;FT;Data SciEntry leveltist;40000;USD;40000;FR;50;FR;L
2023;Senior;FT;Data SciEntry levelce Consultant;1000000;THB;29453;TH;50;TH;M
2023;Senior;FT;Data Analyst;180180;USD;180180;US;0;US;M
2023;Senior;FT;Data Analyst;106020;USD;106020;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;136000;USD;136000;US;100;US;M
2023;Senior;FT;Data SciEntry leveltist;104000;USD;104000;US;100;US;M
2023;Senior;FT;Data Analyst;125000;USD;125000;US;0;US;M
2023;Senior;FT;Data Analyst;110000;USD;110000;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;153400;USD;153400;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;122700;USD;122700;US;0;US;M
2023;Executive level;FT;Data Entry levelgineer;310000;USD;310000;US;100;US;M
2023;Executive level;FT;Data Entry levelgineer;239000;USD;239000;US;100;US;M
2023;Senior;FT;Data Analyst;152380;USD;152380;US;0;US;M
2023;Senior;FT;Data Analyst;121904;USD;121904;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;185900;USD;185900;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;129300;USD;129300;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;247500;USD;247500;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;172200;USD;172200;US;0;US;M
2023;Senior;FT;Data Architect;168400;USD;168400;US;0;US;M
2023;Senior;FT;Data Architect;105200;USD;105200;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;128280;USD;128280;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;106900;USD;106900;US;0;US;M
2022;Senior;FT;Lead Data SciEntry leveltist;192000;USD;192000;US;100;US;L
2023;Mid/Intermediate level;FT;Data Entry levelgineer;140000;USD;140000;US;0;US;M
2023;Mid/Intermediate level;FT;Data Entry levelgineer;100000;USD;100000;US;0;US;M
2023;Senior;FT;ReSeniorntry leveliorarch Entry levelgineer;100000;EUR;107309;DE;100;DE;S
2023;Senior;FT;ReSeniorntry leveliorarch Entry levelgineer;80000;EUR;85847;DE;100;DE;S
2023;Senior;FT;ML Entry levelgineer;275000;USD;275000;DE;0;DE;M
2023;Senior;FT;ML Entry levelgineer;174000;USD;174000;DE;0;DE;M
2023;Senior;FT;Data Entry levelgineer;139500;USD;139500;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;109400;USD;109400;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;139500;USD;139500;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;109400;USD;109400;US;0;US;M
2023;Senior;FT;Data Analyst;170500;USD;170500;US;100;US;M
2023;Senior;FT;Data Analyst;85000;USD;85000;US;100;US;M
2023;Senior;FT;Data Manager;60027;GBP;72946;GB;0;GB;M
2023;Senior;FT;Data Manager;44737;GBP;54365;GB;0;GB;M
2023;Executive level;FT;Head of Data SciEntry levelce;131899;GBP;160288;GB;0;GB;M
2023;Executive level;FT;Head of Data SciEntry levelce;104891;GBP;127467;GB;0;GB;M
2023;Senior;FT;Data Entry levelgineer;80000;USD;80000;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;65000;USD;65000;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;124740;USD;124740;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;65488;USD;65488;US;0;US;M
2023;Senior;FT;Data Quality Analyst;72200;USD;72200;US;0;US;M
2023;Senior;FT;Data Quality Analyst;64980;USD;64980;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;153600;USD;153600;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;106800;USD;106800;US;0;US;M
2023;Senior;FT;Data Analyst;179975;USD;179975;US;100;US;M
2023;Senior;FT;Data Analyst;86466;USD;86466;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;120000;USD;120000;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;90000;USD;90000;US;0;US;M
2023;Mid/Intermediate level;FT;Insight Analyst;42000;GBP;51039;GB;0;GB;M
2023;Mid/Intermediate level;FT;Insight Analyst;35000;GBP;42533;GB;0;GB;M
2023;Senior;FT;Data SciEntry leveltist;149076;USD;149076;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;82365;USD;82365;US;0;US;M
2023;Senior;FT;Data Analyst;169000;USD;169000;US;0;US;M
2023;Senior;FT;Data Analyst;110600;USD;110600;US;0;US;M
2023;Senior;FT;Data SciEntry levelce Manager;175000;USD;175000;US;0;US;M
2023;Senior;FT;Data SciEntry levelce Manager;120000;USD;120000;US;0;US;M
2023;Senior;FT;Data Analyst;230000;USD;230000;US;0;US;M
2023;Senior;FT;Data Analyst;180000;USD;180000;US;0;US;M
2023;Senior;FT;Data Analyst;153600;USD;153600;US;0;US;M
2023;Senior;FT;Data Analyst;106800;USD;106800;US;0;US;M
2023;Senior;FT;Data Manager;140000;USD;140000;US;0;US;M
2023;Senior;FT;Data Manager;120000;USD;120000;US;0;US;M
2023;Senior;FT;Machine Learning Infrastructure Entry levelgineer;205920;USD;205920;US;0;US;M
2023;Senior;FT;Machine Learning Infrastructure Entry levelgineer;171600;USD;171600;US;0;US;M
2023;Senior;FT;Data Analyst;165000;USD;165000;US;100;US;M
2023;Senior;FT;Data Analyst;125000;USD;125000;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;265000;USD;265000;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;185000;USD;185000;US;0;US;M
2023;Mid/Intermediate level;FT;Applied ML Entry levelgineer;130000;USD;130000;US;0;US;M
2022;Entry level;FT;Data SciEntry leveltist;168000;USD;168000;US;100;US;M
2023;Mid/Intermediate level;FT;AI SciEntry leveltist;36000;EUR;38631;ES;50;ES;L
2023;Senior;FT;Data Analyst;95000;USD;95000;US;0;US;M
2023;Senior;FT;Data Analyst;85500;USD;85500;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;147100;USD;147100;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;90700;USD;90700;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;167580;USD;167580;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;87980;USD;87980;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;202000;USD;202000;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;135000;USD;135000;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;163800;USD;163800;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;126000;USD;126000;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;163800;USD;163800;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;126000;USD;126000;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;104000;USD;104000;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;65000;USD;65000;US;100;US;M
2023;Senior;FT;ReSeniorntry leveliorarch Entry levelgineer;230000;USD;230000;US;0;US;M
2023;Senior;FT;ReSeniorntry leveliorarch Entry levelgineer;148000;USD;148000;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;269000;USD;269000;CA;100;CA;M
2023;Senior;FT;ML Entry levelgineer;158000;USD;158000;CA;100;CA;M
2023;Senior;FT;Analytics Entry levelgineer;197000;USD;197000;US;0;US;M
2023;Senior;FT;Analytics Entry levelgineer;106000;USD;106000;US;0;US;M
2023;Mid/Intermediate level;FT;Deep Learning Entry levelgineer;150000;USD;150000;US;100;US;M
2023;Mid/Intermediate level;FT;Deep Learning Entry levelgineer;100000;USD;100000;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;290000;USD;290000;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;210000;USD;210000;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;192000;USD;192000;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;172800;USD;172800;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;300240;USD;300240;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;200160;USD;200160;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;300240;USD;300240;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;200160;USD;200160;US;0;US;M
2023;Senior;FT;Analytics Entry levelgineer;175000;USD;175000;US;0;US;M
2023;Senior;FT;Analytics Entry levelgineer;140000;USD;140000;US;0;US;M
2023;Senior;FT;Data Manager;169000;USD;169000;US;0;US;M
2023;Senior;FT;Data Manager;100000;USD;100000;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;370000;USD;370000;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;245000;USD;245000;US;0;US;M
2023;Mid/Intermediate level;FT;Data Entry levelgineer;95000;GBP;115447;GB;100;GB;L
2023;Senior;FT;Data Analyst;110000;USD;110000;US;100;US;S
2023;Senior;FT;Data Analyst;80000;USD;80000;US;100;US;S
2023;Entry level;FT;Data Analyst;55000;USD;55000;US;0;US;M
2023;Entry level;FT;Data Analyst;48000;USD;48000;US;0;US;M
2023;Senior;FT;Data Analyst;95000;USD;95000;US;0;US;M
2023;Senior;FT;Data Analyst;85000;USD;85000;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;137500;USD;137500;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;81500;USD;81500;US;100;US;M
2023;Senior;FT;ML Entry levelgineer;323300;USD;323300;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;184700;USD;184700;US;0;US;M
2021;Mid/Intermediate level;FT;AI SciEntry leveltist;30000;USD;30000;GH;0;GH;S
2023;Senior;FT;ML Entry levelgineer;186000;USD;186000;US;100;US;M
2023;Senior;FT;ML Entry levelgineer;153088;USD;153088;US;100;US;M
2023;Mid/Intermediate level;FT;Data Infrastructure Entry levelgineer;190000;USD;190000;US;100;US;M
2023;Mid/Intermediate level;FT;Data Infrastructure Entry levelgineer;160000;USD;160000;US;100;US;M
2023;Senior;FT;ML Entry levelgineer;200000;USD;200000;US;100;US;M
2023;Senior;FT;ML Entry levelgineer;150000;USD;150000;US;100;US;M
2023;Mid/Intermediate level;FT;Data Infrastructure Entry levelgineer;190000;USD;190000;US;0;US;M
2023;Mid/Intermediate level;FT;Data Infrastructure Entry levelgineer;183310;USD;183310;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;240000;USD;240000;US;100;US;M
2023;Senior;FT;ML Entry levelgineer;180000;USD;180000;US;100;US;M
2023;Senior;FT;ML Entry levelgineer;200000;USD;200000;US;100;US;M
2023;Senior;FT;ML Entry levelgineer;150000;USD;150000;US;100;US;M
2023;Senior;FT;Data SciEntry levelce Manager;299500;USD;299500;US;0;US;M
2023;Senior;FT;Data SciEntry levelce Manager;245100;USD;245100;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;144000;USD;144000;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;66000;USD;66000;US;100;US;M
2023;Mid/Intermediate level;FT;ML Entry levelgineer;148500;USD;148500;US;0;US;M
2023;Mid/Intermediate level;FT;ML Entry levelgineer;126277;USD;126277;US;0;US;M
2023;Senior;FT;Data Architect;228000;USD;228000;US;0;US;M
2023;Senior;FT;Data Architect;120000;USD;120000;US;0;US;M
2023;Senior;FT;Machine Learning Software Entry levelgineer;180000;USD;180000;US;0;US;M
2023;Senior;FT;Machine Learning Software Entry levelgineer;90000;USD;90000;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;126500;USD;126500;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;78000;USD;78000;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;180000;USD;180000;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;160000;USD;160000;US;0;US;M
2023;Senior;FT;Machine Learning Software Entry levelgineer;272000;USD;272000;US;0;US;M
2023;Senior;FT;Machine Learning Software Entry levelgineer;170000;USD;170000;US;0;US;M
2023;Mid/Intermediate level;FT;Data Analyst;80000;USD;80000;US;0;US;M
2023;Mid/Intermediate level;FT;Data Analyst;60000;USD;60000;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;259000;USD;259000;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;146000;USD;146000;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;200000;USD;200000;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;160000;USD;160000;US;0;US;M
2023;Executive level;FT;Data Entry levelgineer;310000;USD;310000;US;100;US;M
2023;Executive level;FT;Data Entry levelgineer;239000;USD;239000;US;100;US;M
2023;Senior;FT;Data Analyst;142000;USD;142000;US;100;US;M
2023;Senior;FT;Data Analyst;95000;USD;95000;US;100;US;M
2023;Senior;FT;Data SciEntry leveltist;155000;USD;155000;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;139500;USD;139500;US;0;US;M
2023;Mid/Intermediate level;FT;Data Entry levelgineer;140000;USD;140000;US;100;US;M
2023;Mid/Intermediate level;FT;Data Entry levelgineer;120000;USD;120000;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;259000;USD;259000;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;146000;USD;146000;US;100;US;M
2023;Mid/Intermediate level;FT;Data Analyst;90000;GBP;109371;HR;0;HR;M
2023;Mid/Intermediate level;FT;Data Analyst;60000;GBP;72914;HR;0;HR;M
2023;Entry level;PT;Data Analyst;78000;PLN;17779;PL;100;IN;L
2023;Entry level;FT;Data SciEntry leveltist;101400;BRL;19522;BR;100;BR;L
2023;Senior;FT;Data SciEntry levelce Lead;247500;USD;247500;US;0;US;M
2023;Senior;FT;Data SciEntry levelce Lead;172200;USD;172200;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;225000;USD;225000;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;156400;USD;156400;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;139500;USD;139500;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;109400;USD;109400;US;0;US;M
2023;Mid/Intermediate level;FT;Data Entry levelgineer;125000;USD;125000;US;0;US;M
2023;Mid/Intermediate level;FT;Data Entry levelgineer;90000;USD;90000;US;0;US;M
2023;Senior;FT;Machine Learning Infrastructure Entry levelgineer;100000;EUR;107309;FR;100;FR;M
2023;Senior;FT;Machine Learning Infrastructure Entry levelgineer;70000;EUR;75116;FR;100;FR;M
2023;Senior;FT;Data SciEntry leveltist;185900;USD;185900;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;129300;USD;129300;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;139500;USD;139500;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;109400;USD;109400;US;0;US;M
2023;Senior;FT;Data Analyst;120000;USD;120000;US;100;US;M
2023;Senior;FT;Data Analyst;75000;USD;75000;US;100;US;M
2023;Senior;FT;Data Analyst;169000;USD;169000;US;0;US;M
2023;Senior;FT;Data Analyst;110600;USD;110600;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;288000;USD;288000;US;100;US;M
2023;Senior;FT;ML Entry levelgineer;140000;USD;140000;US;100;US;M
2023;Senior;FT;ML Entry levelgineer;288000;USD;288000;US;100;US;M
2023;Senior;FT;ML Entry levelgineer;140000;USD;140000;US;100;US;M
2023;Mid/Intermediate level;FT;Data Entry levelgineer;120000;USD;120000;US;0;US;M
2023;Mid/Intermediate level;FT;Data Entry levelgineer;90000;USD;90000;US;0;US;M
2023;Mid/Intermediate level;FT;Data SciEntry levelce Lead;60000;GBP;72914;GB;0;GB;M
2023;Mid/Intermediate level;FT;Data SciEntry levelce Lead;50000;GBP;60761;GB;0;GB;M
2023;Senior;FT;Data SciEntry leveltist;215050;USD;215050;US;100;US;M
2023;Senior;FT;Data SciEntry leveltist;156400;USD;156400;US;100;US;M
2023;Senior;FT;Data Architect;198000;USD;198000;US;100;US;M
2023;Senior;FT;Data Architect;114000;USD;114000;US;100;US;M
2023;Entry level;FT;Data Analyst;75000;USD;75000;US;100;US;M
2023;Entry level;FT;Data Analyst;60000;USD;60000;US;100;US;M
2023;Senior;FT;ML Entry levelgineer;204500;USD;204500;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;142200;USD;142200;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;209300;USD;209300;US;100;US;M
2023;Senior;FT;Data SciEntry leveltist;182200;USD;182200;US;100;US;M
2023;Senior;FT;Data Manager;140000;USD;140000;US;0;US;M
2023;Senior;FT;Data Manager;120000;USD;120000;US;0;US;M
2022;Entry level;FT;Data SciEntry leveltist;85000;USD;85000;US;0;US;M
2023;Mid/Intermediate level;FT;ML Entry levelgineer;40000;GBP;48609;GB;100;GB;M
2023;Entry level;FT;ReSeniorntry leveliorarch Entry levelgineer;120000;USD;120000;GB;100;GB;M
2023;Entry level;FT;ReSeniorntry leveliorarch Entry levelgineer;60000;USD;60000;GB;100;GB;M
2023;Senior;FT;ML Entry levelgineer;147100;USD;147100;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;90700;USD;90700;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;230000;USD;230000;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;170000;USD;170000;US;0;US;M
2023;Senior;FT;Data Analyst;227000;USD;227000;US;0;US;M
2023;Senior;FT;Data Analyst;108000;USD;108000;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;180000;USD;180000;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;160000;USD;160000;US;100;US;M
2023;Senior;FT;Data Architect;180000;USD;180000;US;100;US;M
2023;Senior;FT;Data Architect;160000;USD;160000;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;180000;USD;180000;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;130000;USD;130000;US;0;US;M
2023;Senior;FT;Data Analyst;52000;EUR;55800;ES;100;ES;M
2023;Senior;FT;Data Analyst;48000;EUR;51508;ES;100;ES;M
2023;Entry level;FT;Data Analyst;60000;USD;60000;US;100;US;L
2023;Entry level;FT;Data Analyst;50000;USD;50000;KW;50;US;L
2023;Senior;FT;Data Entry levelgineer;226700;USD;226700;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;133300;USD;133300;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;252000;USD;252000;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;129000;USD;129000;US;0;US;M
2023;Senior;FT;Big Data Architect;124999;GBP;151902;GB;100;GB;L
2023;Entry level;FT;Data SciEntry leveltist;800000;INR;9727;IN;0;IN;L
2023;Senior;FT;Data Analyst;80000;USD;80000;US;0;US;M
2023;Senior;FT;Data Analyst;52500;USD;52500;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;250000;USD;250000;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;162500;USD;162500;US;100;US;M
2023;Entry level;FT;Data Analyst;85000;USD;85000;US;100;US;M
2023;Entry level;FT;Data Analyst;75000;USD;75000;US;100;US;M
2023;Senior;FT;Data Analyst;153600;USD;153600;US;0;US;M
2023;Senior;FT;Data Analyst;106800;USD;106800;US;0;US;M
2023;Mid/Intermediate level;FT;Data Analyst;165000;USD;165000;US;0;US;M
2023;Mid/Intermediate level;FT;Data Analyst;124000;USD;124000;US;0;US;M
2023;Senior;FT;Data Analyst;115934;USD;115934;US;100;US;M
2023;Senior;FT;Data Analyst;81666;USD;81666;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;167580;USD;167580;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;87980;USD;87980;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;250000;USD;250000;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;63000;USD;63000;US;100;US;M
2023;Senior;FT;ReSeniorntry leveliorarch SciEntry leveltist;253750;USD;253750;ES;0;ES;M
2023;Senior;FT;ReSeniorntry leveliorarch SciEntry leveltist;169200;USD;169200;ES;0;ES;M
2023;Senior;FT;ReSeniorntry leveliorarch SciEntry leveltist;253750;USD;253750;ES;0;ES;M
2023;Senior;FT;ReSeniorntry leveliorarch SciEntry leveltist;169200;USD;169200;ES;0;ES;M
2023;Mid/Intermediate level;FT;Data SciEntry leveltist;170000;USD;170000;US;0;US;M
2023;Mid/Intermediate level;FT;Data SciEntry leveltist;120000;USD;120000;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;124740;USD;124740;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;65488;USD;65488;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;213580;USD;213580;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;163625;USD;163625;US;100;US;M
2023;Entry level;FT;Data Entry levelgineer;12000;USD;12000;VN;0;VN;L
2022;Senior;FT;Machine Learning Software Entry levelgineer;375000;USD;375000;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;95000;EUR;101943;IE;100;IE;M
2023;Mid/Intermediate level;FT;Product Data Analyst;1350000;INR;16414;IN;100;IN;L
2023;Senior;FT;ML Entry levelgineer;220000;USD;220000;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;170000;USD;170000;US;0;US;M
2023;Executive level;FT;Data Entry levelgineer;235000;USD;235000;US;0;US;M
2023;Executive level;FT;Data Entry levelgineer;210000;USD;210000;US;0;US;M
2023;Senior;FT;Data Architect;180000;USD;180000;US;100;US;M
2023;Senior;FT;Data Architect;115000;USD;115000;US;100;US;M
2023;Senior;FT;Data Architect;200000;USD;200000;US;100;US;M
2023;Senior;FT;Data Architect;115000;USD;115000;US;100;US;M
2023;Senior;FT;Data SciEntry levelce Manager;231250;USD;231250;US;100;US;M
2023;Senior;FT;Data SciEntry levelce Manager;138750;USD;138750;US;100;US;M
2023;Senior;FT;ML Entry levelgineer;284310;USD;284310;US;0;US;M
2023;Senior;FT;ML Entry levelgineer;153090;USD;153090;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;160000;USD;160000;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;75000;USD;75000;US;100;US;M
2023;Mid/Intermediate level;FT;Data Analyst;125000;USD;125000;US;0;US;M
2023;Mid/Intermediate level;FT;Data Analyst;105000;USD;105000;US;0;US;M
2023;Mid/Intermediate level;FT;Data Analyst;90000;GBP;109371;GB;0;GB;M
2023;Mid/Intermediate level;FT;Data Analyst;70000;GBP;85066;GB;0;GB;M
2023;Entry level;FT;Data Analyst;55000;USD;55000;US;0;US;M
2023;Entry level;FT;Data Analyst;48000;USD;48000;US;0;US;M
2023;Entry level;FT;Data Analyst;100000;USD;100000;US;50;US;M
2023;Senior;FT;Data SciEntry levelce Lead;225900;USD;225900;US;0;US;M
2023;Senior;FT;Data SciEntry levelce Lead;156400;USD;156400;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;250000;USD;250000;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;162500;USD;162500;US;100;US;M
2023;Senior;FT;ML Entry levelgineer;318300;USD;318300;US;100;US;M
2023;Senior;FT;ML Entry levelgineer;188800;USD;188800;US;100;US;M
2023;Senior;FT;Data Analyst;385000;USD;385000;US;0;US;M
2023;Senior;FT;Data Analyst;60000;USD;60000;US;0;US;M
2023;Mid/Intermediate level;FT;Data Analyst;110000;USD;110000;US;100;US;M
2023;Mid/Intermediate level;FT;Data Analyst;95000;USD;95000;US;100;US;M
2023;Senior;FT;Data SciEntry leveltist;145000;USD;145000;US;100;US;M
2023;Senior;FT;Data SciEntry leveltist;135000;USD;135000;US;100;US;M
2023;Senior;FT;Data Analyst;180180;USD;180180;US;0;US;M
2023;Senior;FT;Data Analyst;106020;USD;106020;US;0;US;M
2023;Senior;FT;Data Analyst;93919;USD;93919;US;100;US;M
2023;Senior;FT;Data Analyst;51962;USD;51962;US;100;US;M
2023;Senior;FT;Data Entry levelgineer;241871;USD;241871;US;0;US;M
2023;Senior;FT;Data Entry levelgineer;133832;USD;133832;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;170000;USD;170000;US;100;US;M
2023;Senior;FT;Data SciEntry leveltist;90000;USD;90000;US;100;US;M
2023;Executive level;FT;Data Entry levelgineer;210914;USD;210914;US;100;US;M
2023;Executive level;FT;Data Entry levelgineer;116704;USD;116704;US;100;US;M
2023;Senior;FT;Data Analyst;192500;USD;192500;US;100;US;M
2023;Senior;FT;Data Analyst;140000;USD;140000;US;100;US;M
2023;Senior;FT;Data SciEntry leveltist;149076;USD;149076;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;82365;USD;82365;US;0;US;M
2023;Mid/Intermediate level;FT;ML Entry levelgineer;36000;USD;36000;MX;100;MX;S
2023;Senior;FT;Data SciEntry leveltist;175000;USD;175000;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;148750;USD;148750;US;0;US;M
2023;Senior;FT;ReSeniorntry leveliorarch SciEntry leveltist;370000;USD;370000;US;0;US;M
2023;Senior;FT;ReSeniorntry leveliorarch SciEntry leveltist;200000;USD;200000;US;0;US;M
2023;Senior;FT;Data SciEntry leveltist;235000;USD;235000;US;100;US;M
2023;Senior;FT;Data SciEntry leveltist;185000;USD;185000;US;100;US;M
